"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"
"4632"	617	323	141	53	23	5	1	0	0	0	0	0	0	0	0	0	0
"4633"	589	328	166	47	22	8	3	0	0	0	0	0	0	0	0	0	0
"4634"	602	339	131	51	17	10	10	2	1	0	0	0	0	0	0	0	0
"4635"	591	338	153	52	20	7	1	1	0	0	0	0	0	0	0	0	0
"4636"	605	333	130	56	23	9	2	2	2	0	1	0	0	0	0	0	0
"4637"	602	329	148	51	17	9	2	2	2	1	0	0	0	0	0	0	0
"4638"	578	354	135	60	22	10	2	2	0	0	0	0	0	0	0	0	0
"4639"	586	327	164	51	19	11	4	1	0	0	0	0	0	0	0	0	0
"4640"	591	352	139	53	15	7	3	2	0	1	0	0	0	0	0	0	0
"4641"	596	336	130	65	24	6	2	2	1	1	0	0	0	0	0	0	0
"4642"	603	327	141	55	28	7	1	1	0	0	0	0	0	0	0	0	0
"4643"	588	350	137	62	12	6	5	3	0	0	0	0	0	0	0	0	0
"4644"	576	348	137	67	24	5	5	1	0	0	0	0	0	0	0	0	0
"4645"	588	354	133	50	27	4	6	0	1	0	0	0	0	0	0	0	0
"4646"	584	342	139	57	25	9	4	1	2	0	0	0	0	0	0	0	0
"4647"	578	326	164	52	30	7	3	2	1	0	0	0	0	0	0	0	0
"4648"	545	387	141	62	17	8	3	0	0	0	0	0	0	0	0	0	0
"4649"	573	360	139	57	16	8	7	1	1	0	0	0	0	1	0	0	0
"4650"	587	338	145	54	24	10	5	0	0	0	0	0	0	0	0	0	0
"4651"	592	344	130	63	24	8	0	2	0	0	0	0	0	0	0	0	0
"4652"	592	354	141	43	22	9	2	0	0	0	0	0	0	0	0	0	0
"4653"	579	350	142	54	22	6	7	1	1	1	0	0	0	0	0	0	0
"4654"	571	365	137	56	19	11	2	2	0	0	0	0	0	0	0	0	0
"4655"	599	317	154	55	22	10	4	1	1	0	0	0	0	0	0	0	0
"4656"	585	338	154	63	18	2	1	2	0	0	0	0	0	0	0	0	0
"4657"	591	320	160	53	26	6	2	3	1	0	0	1	0	0	0	0	0
"4658"	595	326	143	65	22	7	1	1	1	1	1	0	0	0	0	0	0
"4659"	613	330	134	56	17	7	5	1	0	0	0	0	0	0	0	0	0
"4660"	589	314	159	57	27	10	6	1	0	0	0	0	0	0	0	0	0
"4661"	595	338	139	56	21	11	2	1	0	0	0	0	0	0	0	0	0
"4662"	593	344	148	54	17	6	0	0	1	0	0	0	0	0	0	0	0
"4663"	599	310	166	52	30	4	1	1	0	0	0	0	0	0	0	0	0
"4664"	597	320	155	52	24	7	7	0	1	0	0	0	0	0	0	0	0
"4665"	612	304	142	69	22	9	2	2	0	1	0	0	0	0	0	0	0
"4666"	579	362	133	54	24	9	1	1	0	0	0	0	0	0	0	0	0
"4667"	618	312	153	45	22	9	3	1	0	0	0	0	0	0	0	0	0
"4668"	568	366	135	53	26	8	4	1	1	1	0	0	0	0	0	0	0
"4669"	570	371	128	62	16	10	2	3	0	0	1	0	0	0	0	0	0
"4670"	602	325	154	57	14	6	4	0	0	1	0	0	0	0	0	0	0
"4671"	629	300	145	53	22	8	4	2	0	0	0	0	0	0	0	0	0
"4672"	587	330	142	65	22	8	5	4	0	0	0	0	0	0	0	0	0
"4673"	607	340	125	59	20	8	2	2	0	0	0	0	0	0	0	0	0
"4674"	582	345	151	50	22	9	2	2	0	0	0	0	0	0	0	0	0
"4675"	601	314	135	70	23	11	6	2	0	0	0	1	0	0	0	0	0
"4676"	605	309	158	64	16	5	3	3	0	0	0	0	0	0	0	0	0
"4677"	573	337	166	49	25	8	3	2	0	0	0	0	0	0	0	0	0
"4678"	599	338	152	47	20	4	3	0	0	0	0	0	0	0	0	0	0
"4679"	596	333	149	61	12	6	6	0	0	0	0	0	0	0	0	0	0
"4680"	592	338	147	50	18	15	0	3	0	0	0	0	0	0	0	0	0
"4681"	581	340	144	65	20	6	5	1	1	0	0	0	0	0	0	0	0
"4682"	611	320	155	48	15	7	4	2	1	0	0	0	0	0	0	0	0
"4683"	594	353	125	50	30	8	2	1	0	0	0	0	0	0	0	0	0
"4684"	623	323	139	48	18	6	5	0	1	0	0	0	0	0	0	0	0
"4685"	602	315	159	59	18	9	1	0	0	0	0	0	0	0	0	0	0
"4686"	574	365	151	42	26	3	2	0	0	0	0	0	0	0	0	0	0
"4687"	576	356	143	62	18	4	3	1	0	0	0	0	0	0	0	0	0
"4688"	563	369	151	52	18	4	3	1	1	1	0	0	0	0	0	0	0
"4689"	587	339	136	58	28	9	6	0	0	0	0	0	0	0	0	0	0
"4690"	589	341	142	59	19	9	3	0	1	0	0	0	0	0	0	0	0
"4691"	618	318	133	57	22	8	6	0	1	0	0	0	0	0	0	0	0
"4692"	596	335	136	65	20	9	1	1	0	0	0	0	0	0	0	0	0
"4693"	595	350	118	67	19	7	3	3	1	0	0	0	0	0	0	0	0
"4694"	616	291	166	57	21	7	3	2	0	0	0	0	0	0	0	0	0
"4695"	609	329	138	45	28	9	3	2	0	0	0	0	0	0	0	0	0
"4696"	604	314	141	64	23	13	2	1	0	0	0	0	1	0	0	0	0
"4697"	613	315	147	59	17	8	1	2	1	0	0	0	0	0	0	0	0
"4698"	614	310	152	56	20	6	1	2	1	0	1	0	0	0	0	0	0
"4699"	618	306	138	66	22	8	3	2	0	0	0	0	0	0	0	0	0
"4700"	580	351	132	65	21	9	2	2	1	0	0	0	0	0	0	0	0
"4701"	597	336	143	51	22	10	1	2	0	0	1	0	0	0	0	0	0
"4702"	610	326	145	44	24	9	4	1	0	0	0	0	0	0	0	0	0
"4703"	597	332	146	58	20	9	1	0	0	0	0	0	0	0	0	0	0
"4704"	595	330	137	62	18	14	5	0	2	0	0	0	0	0	0	0	0
"4705"	596	316	148	68	23	4	2	6	0	0	0	0	0	0	0	0	0
"4706"	591	335	151	50	23	7	3	1	1	0	1	0	0	0	0	0	0
"4707"	604	324	141	54	23	11	2	4	0	0	0	0	0	0	0	0	0
"4708"	593	347	132	60	18	8	3	1	1	0	0	0	0	0	0	0	0
"4709"	588	339	129	59	30	11	6	1	0	0	0	0	0	0	0	0	0
"4710"	603	338	134	58	23	3	4	0	0	0	0	0	0	0	0	0	0
"4711"	601	314	161	56	25	3	2	1	0	0	0	0	0	0	0	0	0
"4712"	593	353	134	48	25	7	2	1	0	0	0	0	0	0	0	0	0
"4713"	567	350	160	48	26	10	1	0	0	1	0	0	0	0	0	0	0
"4714"	593	355	142	47	16	5	3	2	0	0	0	0	0	0	0	0	0
"4715"	598	331	143	62	24	4	0	1	0	0	0	0	0	0	0	0	0
"4716"	584	338	148	53	23	7	6	1	3	0	0	0	0	0	0	0	0
"4717"	628	312	137	46	22	10	6	1	1	0	0	0	0	0	0	0	0
"4718"	608	325	145	45	25	8	5	2	0	0	0	0	0	0	0	0	0
"4719"	597	347	128	54	23	8	3	0	1	2	0	0	0	0	0	0	0
"4720"	635	318	131	49	18	6	4	1	1	0	0	0	0	0	0	0	0
"4721"	595	345	134	63	14	7	4	1	0	0	0	0	0	0	0	0	0
"4722"	566	342	151	72	24	7	1	0	0	0	0	0	0	0	0	0	0
"4723"	581	337	137	65	32	10	0	1	0	0	0	0	0	0	0	0	0
"4724"	594	349	143	41	21	11	1	1	2	0	0	0	0	0	0	0	0
"4725"	622	318	144	48	19	8	3	1	0	0	0	0	0	0	0	0	0
"4726"	587	335	161	47	16	8	6	2	1	0	0	0	0	0	0	0	0
"4727"	601	318	148	60	26	6	3	0	0	1	0	0	0	0	0	0	0
"4728"	633	314	121	58	22	10	3	1	1	0	0	0	0	0	0	0	0
"4729"	589	326	148	56	27	10	7	0	0	0	0	0	0	0	0	0	0
"4730"	583	350	134	57	23	11	1	2	2	0	0	0	0	0	0	0	0
"4731"	575	348	147	53	26	8	5	0	1	0	0	0	0	0	0	0	0
"4732"	618	311	134	63	21	11	3	1	1	0	0	0	0	0	0	0	0
"4733"	592	333	142	64	23	7	1	1	0	0	0	0	0	0	0	0	0
"4734"	592	329	155	56	18	9	3	0	1	0	0	0	0	0	0	0	0
"4735"	574	322	156	70	25	8	6	1	1	0	0	0	0	0	0	0	0
"4736"	606	303	168	55	20	6	5	0	0	0	0	0	0	0	0	0	0
"4737"	599	346	111	62	32	10	3	0	0	0	0	0	0	0	0	0	0
"4738"	611	329	130	63	13	12	4	0	1	0	0	0	0	0	0	0	0
"4739"	581	341	148	59	18	10	4	1	1	0	0	0	0	0	0	0	0
"4740"	589	336	136	61	25	10	4	2	0	0	0	0	0	0	0	0	0
"4741"	604	327	155	46	22	4	3	1	1	0	0	0	0	0	0	0	0
"4742"	601	318	158	49	26	6	4	0	1	0	0	0	0	0	0	0	0
"4743"	592	333	137	56	28	12	4	1	0	0	0	0	0	0	0	0	0
"4744"	610	327	157	40	16	8	5	0	0	0	0	0	0	0	0	0	0
"4745"	590	349	133	55	22	11	1	2	0	0	0	0	0	0	0	0	0
"4746"	616	320	142	54	18	9	0	2	0	2	0	0	0	0	0	0	0
"4747"	585	361	132	60	19	4	1	1	0	0	0	0	0	0	0	0	0
"4748"	595	342	139	50	26	8	1	1	0	1	0	0	0	0	0	0	0
"4749"	604	338	120	64	26	7	3	1	0	0	0	0	0	0	0	0	0
"4750"	597	338	138	57	16	10	3	3	1	0	0	0	0	0	0	0	0
"4751"	609	335	148	41	15	8	3	2	1	0	1	0	0	0	0	0	0
"4752"	613	325	145	58	6	12	2	2	0	0	0	0	0	0	0	0	0
"4753"	599	327	140	58	26	8	4	1	0	0	0	0	0	0	0	0	0
"4754"	611	316	139	57	26	6	6	0	2	0	0	0	0	0	0	0	0
"4755"	603	335	140	52	18	9	3	2	1	0	0	0	0	0	0	0	0
"4756"	585	355	128	65	18	6	6	0	0	0	0	0	0	0	0	0	0
"4757"	613	316	151	44	27	8	2	1	1	0	0	0	0	0	0	0	0
"4758"	580	347	142	51	30	9	2	1	0	1	0	0	0	0	0	0	0
"4759"	606	317	151	53	24	7	1	2	1	0	0	1	0	0	0	0	0
"4760"	598	320	153	54	23	11	2	1	1	0	0	0	0	0	0	0	0
"4761"	598	312	154	64	23	5	5	1	0	0	0	1	0	0	0	0	0
"4762"	585	348	142	61	19	4	0	1	2	0	0	0	0	1	0	0	0
"4763"	587	338	136	61	26	13	2	0	0	0	0	0	0	0	0	0	0
"4764"	588	333	144	64	22	8	2	0	1	0	1	0	0	0	0	0	0
"4765"	611	337	127	55	18	9	3	2	0	0	0	0	0	1	0	0	0
"4766"	582	369	129	47	26	7	2	1	0	0	0	0	0	0	0	0	0
"4767"	575	340	150	66	15	11	4	2	0	0	0	0	0	0	0	0	0
"4768"	598	327	131	65	28	8	5	0	0	1	0	0	0	0	0	0	0
"4769"	604	331	145	52	17	10	2	1	0	1	0	0	0	0	0	0	0
"4770"	590	345	128	58	23	10	5	3	1	0	0	0	0	0	0	0	0
"4771"	598	324	157	58	16	5	2	1	2	0	0	0	0	0	0	0	0
"4772"	584	319	157	55	33	10	4	0	0	1	0	0	0	0	0	0	0
"4773"	613	317	151	58	13	9	0	1	0	0	0	1	0	0	0	0	0
"4774"	614	317	127	60	32	10	2	0	0	1	0	0	0	0	0	0	0
"4775"	580	340	136	63	32	7	4	0	1	0	0	0	0	0	0	0	0
"4776"	610	338	124	60	19	10	1	0	0	1	0	0	0	0	0	0	0
"4777"	585	341	142	56	27	9	2	1	0	0	0	0	0	0	0	0	0
"4778"	593	331	151	60	15	8	3	0	2	0	0	0	0	0	0	0	0
"4779"	575	329	159	61	22	13	3	1	0	0	0	0	0	0	0	0	0
"4780"	597	338	140	54	16	11	5	1	1	0	0	0	0	0	0	0	0
"4781"	610	325	148	48	16	13	1	1	1	0	0	0	0	0	0	0	0
"4782"	579	343	143	57	29	9	3	0	0	0	0	0	0	0	0	0	0
"4783"	591	339	146	54	19	8	3	1	2	0	0	0	0	0	0	0	0
"4784"	603	333	146	53	14	8	4	0	2	0	0	0	0	0	0	0	0
"4785"	601	337	150	47	17	5	4	1	0	1	0	0	0	0	0	0	0
"4786"	557	361	152	55	25	7	4	1	0	0	0	1	0	0	0	0	0
"4787"	627	312	135	50	25	12	1	0	0	1	0	0	0	0	0	0	0
"4788"	599	322	160	51	22	7	1	0	0	0	1	0	0	0	0	0	0
"4789"	588	334	152	52	21	8	6	1	1	0	0	0	0	0	0	0	0
"4790"	586	342	162	40	20	7	3	2	0	0	0	0	1	0	0	0	0
"4791"	583	345	140	56	29	8	1	0	1	0	0	0	0	0	0	0	0
"4792"	603	309	157	54	25	9	5	0	1	0	0	0	0	0	0	0	0
"4793"	610	327	119	73	22	10	2	0	0	0	0	0	0	0	0	0	0
"4794"	597	325	147	61	17	7	8	1	0	0	0	0	0	0	0	0	0
"4795"	610	325	143	51	25	4	2	2	1	0	0	0	0	0	0	0	0
"4796"	587	341	144	57	20	9	4	0	1	0	0	0	0	0	0	0	0
"4797"	611	329	141	42	26	8	4	1	0	1	0	0	0	0	0	0	0
"4798"	609	309	144	65	23	9	1	2	0	1	0	0	0	0	0	0	0
"4799"	587	344	144	48	30	5	2	3	0	0	0	0	0	0	0	0	0
"4800"	607	324	150	57	14	5	5	1	0	0	0	0	0	0	0	0	0
"4801"	598	322	150	55	27	7	2	1	1	0	0	0	0	0	0	0	0
"4802"	612	321	142	61	20	4	2	1	0	0	0	0	0	0	0	0	0
"4803"	597	340	137	56	26	4	3	0	0	0	0	0	0	0	0	0	0
"4804"	602	330	153	48	18	5	6	1	0	0	0	0	0	0	0	0	0
"4805"	623	329	131	45	16	14	3	1	1	0	0	0	0	0	0	0	0
"4806"	588	325	154	60	21	10	4	0	1	0	0	0	0	0	0	0	0
"4807"	598	325	145	60	18	11	4	1	0	1	0	0	0	0	0	0	0
"4808"	600	313	165	53	21	6	3	2	0	0	0	0	0	0	0	0	0
"4809"	614	323	142	52	23	5	2	2	0	0	0	0	0	0	0	0	0
"4810"	590	336	146	63	14	7	3	3	1	0	0	0	0	0	0	0	0
"4811"	582	344	139	57	23	14	2	2	0	0	0	0	0	0	0	0	0
"4812"	566	344	147	70	19	12	2	2	0	1	0	0	0	0	0	0	0
"4813"	590	336	144	63	15	8	2	2	1	1	0	0	1	0	0	0	0
"4814"	584	351	143	50	26	4	4	1	0	0	0	0	0	0	0	0	0
"4815"	606	338	145	50	15	6	0	2	0	0	0	1	0	0	0	0	0
"4816"	581	343	156	52	23	5	2	0	0	0	0	1	0	0	0	0	0
"4817"	610	322	144	55	20	8	3	0	0	1	0	0	0	0	0	0	0
"4818"	601	338	138	47	25	10	2	2	0	0	0	0	0	0	0	0	0
"4819"	640	295	151	50	19	4	2	2	0	0	0	0	0	0	0	0	0
"4820"	584	332	159	58	16	8	3	2	0	0	1	0	0	0	0	0	0
"4821"	595	339	140	54	24	6	4	1	0	0	0	0	0	0	0	0	0
"4822"	579	353	148	51	20	9	2	1	0	0	0	0	0	0	0	0	0
"4823"	596	323	145	60	22	11	4	1	1	0	0	0	0	0	0	0	0
"4824"	602	316	160	59	15	6	4	0	1	0	0	0	0	0	0	0	0
"4825"	583	357	128	56	27	8	2	2	0	0	0	0	0	0	0	0	0
"4826"	584	354	139	63	16	2	5	0	0	0	0	0	0	0	0	0	0
"4827"	590	351	145	48	17	5	5	2	0	0	0	0	0	0	0	0	0
"4828"	606	331	139	56	19	6	4	1	1	0	0	0	0	0	0	0	0
"4829"	569	357	153	56	20	6	2	0	0	0	0	0	0	0	0	0	0
"4830"	583	328	144	67	29	7	1	1	1	1	0	1	0	0	0	0	0
"4831"	604	324	139	54	31	8	1	1	1	0	0	0	0	0	0	0	0
"4832"	603	305	169	59	16	4	7	0	0	0	0	0	0	0	0	0	0
"4833"	592	355	131	52	18	8	5	0	0	2	0	0	0	0	0	0	0
"4834"	604	315	157	55	21	8	1	2	0	0	0	0	0	0	0	0	0
"4835"	581	351	125	63	24	11	6	2	0	0	0	0	0	0	0	0	0
"4836"	600	344	137	51	17	9	3	2	0	0	0	0	0	0	0	0	0
"4837"	583	348	143	46	29	9	3	0	0	1	0	1	0	0	0	0	0
"4838"	584	350	129	64	21	8	7	0	0	0	0	0	0	0	0	0	0
"4839"	568	364	123	75	23	4	4	2	0	0	0	0	0	0	0	0	0
"4840"	587	332	163	58	11	8	3	1	0	0	0	0	0	0	0	0	0
"4841"	577	329	140	75	31	7	1	1	2	0	0	0	0	0	0	0	0
"4842"	589	339	140	64	17	11	2	1	0	0	0	0	0	0	0	0	0
"4843"	580	351	136	54	25	11	4	2	0	0	0	0	0	0	0	0	0
"4844"	630	317	142	50	18	4	1	0	0	1	0	0	0	0	0	0	0
"4845"	582	328	157	62	20	8	4	1	1	0	0	0	0	0	0	0	0
"4846"	613	311	145	55	24	11	3	1	0	0	0	0	0	0	0	0	0
"4847"	569	372	142	45	24	7	3	0	1	0	0	0	0	0	0	0	0
"4848"	573	354	121	71	25	14	1	2	1	0	1	0	0	0	0	0	0
"4849"	601	337	146	57	13	4	3	2	0	0	0	0	0	0	0	0	0
"4850"	645	311	127	53	17	7	2	0	0	1	0	0	0	0	0	0	0
"4851"	588	339	155	43	23	7	2	5	0	0	1	0	0	0	0	0	0
"4852"	581	345	145	59	22	8	0	2	1	0	0	0	0	0	0	0	0
"4853"	558	365	142	59	23	9	3	0	2	2	0	0	0	0	0	0	0
"4854"	576	360	142	57	16	8	3	1	0	0	0	0	0	0	0	0	0
"4855"	602	324	142	58	27	6	2	1	0	1	0	0	0	0	0	0	0
"4856"	583	336	161	47	22	11	3	0	0	0	0	0	0	0	0	0	0
"4857"	583	340	147	51	27	8	3	3	1	0	0	0	0	0	0	0	0
"4858"	595	319	157	60	21	7	4	0	0	0	0	0	0	0	0	0	0
"4859"	606	324	152	55	16	6	4	0	0	0	0	0	0	0	0	0	0
"4860"	587	321	147	74	19	9	5	0	1	0	0	0	0	0	0	0	0
"4861"	610	336	135	50	18	9	4	1	0	0	0	0	0	0	0	0	0
"4862"	597	320	153	61	21	8	3	0	0	0	0	0	0	0	0	0	0
"4863"	624	312	129	63	30	3	1	0	1	0	0	0	0	0	0	0	0
"4864"	587	347	136	55	25	8	0	3	2	0	0	0	0	0	0	0	0
"4865"	619	319	140	63	13	5	2	2	0	0	0	0	0	0	0	0	0
"4866"	596	336	139	51	23	14	3	1	0	0	0	0	0	0	0	0	0
"4867"	614	327	138	60	16	4	3	1	0	0	0	0	0	0	0	0	0
"4868"	602	331	146	50	21	5	3	4	1	0	0	0	0	0	0	0	0
"4869"	594	341	148	49	13	10	5	3	0	0	0	0	0	0	0	0	0
"4870"	596	335	151	51	25	2	1	1	1	0	0	0	0	0	0	0	0
"4871"	604	340	138	49	25	3	2	1	0	1	0	0	0	0	0	0	0
"4872"	585	351	139	56	16	11	2	1	1	1	0	0	0	0	0	0	0
"4873"	592	331	147	65	17	7	3	0	0	1	0	0	0	0	0	0	0
"4874"	582	340	180	39	15	5	1	1	0	0	0	0	0	0	0	0	0
"4875"	603	337	127	59	25	6	3	3	0	0	0	0	0	0	0	0	0
"4876"	582	336	146	52	32	10	3	1	0	1	0	0	0	0	0	0	0
"4877"	614	323	139	60	14	12	1	0	0	0	0	0	0	0	0	0	0
"4878"	583	352	151	52	12	8	3	0	1	0	1	0	0	0	0	0	0
"4879"	588	342	155	45	21	5	3	3	1	0	0	0	0	0	0	0	0
"4880"	630	302	135	66	21	4	2	3	0	0	0	0	0	0	0	0	0
"4881"	571	334	157	71	23	6	1	0	0	0	0	0	0	0	0	0	0
"4882"	602	346	138	48	16	7	2	1	2	0	1	0	0	0	0	0	0
"4883"	595	329	150	47	24	8	6	1	3	0	0	0	0	0	0	0	0
"4884"	601	310	148	68	20	11	5	0	0	0	0	0	0	0	0	0	0
"4885"	606	330	133	60	21	9	2	1	1	0	0	0	0	0	0	0	0
"4886"	604	331	138	54	22	13	1	0	0	0	0	0	0	0	0	0	0
"4887"	616	328	138	51	16	6	5	2	1	0	0	0	0	0	0	0	0
"4888"	589	346	139	61	19	7	2	0	0	0	0	0	0	0	0	0	0
"4889"	626	292	150	58	22	8	6	0	1	0	0	0	0	0	0	0	0
"4890"	573	331	174	53	18	9	3	2	0	0	0	0	0	0	0	0	0
"4891"	636	305	139	48	25	6	3	0	1	0	0	0	0	0	0	0	0
"4892"	607	311	144	57	25	14	3	0	1	0	0	1	0	0	0	0	0
"4893"	611	307	153	54	18	17	1	1	0	0	0	0	1	0	0	0	0
"4894"	574	342	161	54	21	9	2	0	0	0	0	0	0	0	0	0	0
"4895"	593	317	163	55	20	8	3	2	0	2	0	0	0	0	0	0	0
"4896"	601	334	147	53	15	6	5	1	0	1	0	0	0	0	0	0	0
"4897"	606	331	138	52	23	5	4	2	0	2	0	0	0	0	0	0	0
"4898"	613	324	144	51	17	8	5	1	0	0	0	0	0	0	0	0	0
"4899"	596	325	144	66	17	8	4	2	0	1	0	0	0	0	0	0	0
"4900"	623	322	135	48	21	9	2	1	2	0	0	0	0	0	0	0	0
"4901"	603	307	161	54	28	5	4	1	0	0	0	0	0	0	0	0	0
"4902"	579	338	144	60	26	9	3	3	0	0	0	1	0	0	0	0	0
"4903"	595	331	129	74	26	4	3	0	0	1	0	0	0	0	0	0	0
"4904"	630	298	156	51	15	7	4	2	0	0	0	0	0	0	0	0	0
"4905"	592	328	142	63	23	12	3	0	0	0	0	0	0	0	0	0	0
"4906"	585	340	161	53	13	4	6	0	1	0	0	0	0	0	0	0	0
"4907"	599	337	138	56	21	6	2	4	0	0	0	0	0	0	0	0	0
"4908"	597	341	129	59	20	11	5	0	0	0	1	0	0	0	0	0	0
"4909"	592	340	151	50	15	12	2	0	0	1	0	0	0	0	0	0	0
"4910"	609	298	167	51	23	9	3	2	0	1	0	0	0	0	0	0	0
"4911"	584	336	155	52	25	7	1	3	0	0	0	0	0	0	0	0	0
"4912"	581	350	136	59	18	14	3	2	0	0	0	0	0	0	0	0	0
"4913"	588	330	141	74	18	9	2	1	0	0	0	0	0	0	0	0	0
"4914"	616	354	119	45	16	7	4	2	0	0	0	0	0	0	0	0	0
"4915"	578	350	141	60	26	5	2	0	0	0	1	0	0	0	0	0	0
"4916"	587	333	156	68	11	4	2	2	0	0	0	0	0	0	0	0	0
"4917"	591	336	142	57	23	11	1	1	1	0	0	0	0	0	0	0	0
"4918"	604	344	135	51	21	4	3	1	0	0	0	0	0	0	0	0	0
"4919"	599	340	130	50	30	11	1	1	1	0	0	0	0	0	0	0	0
"4920"	598	326	141	61	22	9	1	3	0	0	0	2	0	0	0	0	0
"4921"	607	331	148	56	14	4	2	0	1	0	0	0	0	0	0	0	0
"4922"	617	323	145	51	19	3	4	1	0	0	0	0	0	0	0	0	0
"4923"	584	340	133	69	25	6	4	1	1	0	0	0	0	0	0	0	0
"4924"	590	331	143	61	27	7	1	1	2	0	0	0	0	0	0	0	0
"4925"	596	345	141	57	10	10	2	2	0	0	0	0	0	0	0	0	0
"4926"	581	355	129	60	22	8	7	1	0	0	0	0	0	0	0	0	0
"4927"	611	315	140	61	26	6	2	2	0	0	0	0	0	0	0	0	0
"4928"	587	343	145	59	19	8	1	1	0	0	0	0	0	0	0	0	0
"4929"	604	312	150	64	22	5	3	2	0	1	0	0	0	0	0	0	0
"4930"	617	326	136	52	19	10	3	0	0	0	0	0	0	0	0	0	0
"4931"	593	329	152	56	19	10	2	1	1	0	0	0	0	0	0	0	0
"4932"	599	319	138	78	20	6	3	0	0	0	0	0	0	0	0	0	0
"4933"	577	353	149	59	14	6	3	2	0	0	0	0	0	0	0	0	0
"4934"	597	349	133	53	17	7	4	3	0	0	0	0	0	0	0	0	0
"4935"	601	330	152	50	18	7	5	0	0	0	0	0	0	0	0	0	0
"4936"	588	352	147	48	20	6	2	0	0	0	0	0	0	0	0	0	0
"4937"	573	344	147	64	20	11	3	0	1	0	0	0	0	0	0	0	0
"4938"	610	321	140	56	20	7	2	6	0	1	0	0	0	0	0	0	0
"4939"	577	358	143	53	21	6	3	2	0	0	0	0	0	0	0	0	0
"4940"	616	324	132	57	20	7	6	1	0	0	0	0	0	0	0	0	0
"4941"	583	342	144	57	29	4	2	1	0	0	1	0	0	0	0	0	0
"4942"	574	341	156	50	24	15	3	0	0	0	0	0	0	0	0	0	0
"4943"	602	325	137	57	27	8	6	0	0	1	0	0	0	0	0	0	0
"4944"	616	304	165	50	17	8	1	1	1	0	0	0	0	0	0	0	0
"4945"	604	322	149	58	20	8	1	1	0	0	0	0	0	0	0	0	0
"4946"	577	348	138	67	22	9	1	0	0	0	0	1	0	0	0	0	0
"4947"	593	343	142	54	20	7	3	1	0	0	0	0	0	0	0	0	0
"4948"	607	324	137	57	21	13	2	1	1	0	0	0	0	0	0	0	0
"4949"	586	300	169	68	24	13	1	2	0	0	0	0	0	0	0	0	0
"4950"	594	322	146	58	30	6	6	0	0	1	0	0	0	0	0	0	0
"4951"	593	334	141	66	19	7	3	0	0	0	0	0	0	0	0	0	0
"4952"	573	348	150	59	22	5	5	1	0	0	0	0	0	0	0	0	0
"4953"	581	326	161	62	21	8	3	1	0	0	0	0	0	0	0	0	0
"4954"	604	323	146	49	30	5	5	0	1	0	0	0	0	0	0	0	0
"4955"	578	351	139	57	22	12	2	0	0	1	0	0	1	0	0	0	0
"4956"	615	332	143	50	17	4	1	1	0	0	0	0	0	0	0	0	0
"4957"	617	311	144	56	22	6	3	2	1	0	0	1	0	0	0	0	0
"4958"	577	337	157	57	25	4	5	1	0	0	0	0	0	0	0	0	0
"4959"	597	328	142	51	28	9	4	1	2	0	0	1	0	0	0	0	0
"4960"	609	323	148	53	17	10	1	2	0	0	0	0	0	0	0	0	0
"4961"	611	350	120	54	17	8	3	0	0	0	0	0	0	0	0	0	0
"4962"	606	314	154	54	21	9	4	1	0	0	0	0	0	0	0	0	0
"4963"	603	333	132	58	19	11	6	1	0	0	0	0	0	0	0	0	0
"4964"	587	342	147	47	20	14	3	2	1	0	0	0	0	0	0	0	0
"4965"	607	344	130	45	22	10	4	1	0	0	0	0	0	0	0	0	0
"4966"	607	357	114	51	24	5	3	2	0	0	0	0	0	0	0	0	0
"4967"	632	315	136	52	17	7	1	1	2	0	0	0	0	0	0	0	0
"4968"	592	350	131	58	18	9	4	0	1	0	0	0	0	0	0	0	0
"4969"	594	355	130	59	18	6	0	1	0	0	0	0	0	0	0	0	0
"4970"	592	342	144	53	14	11	6	1	0	0	0	0	0	0	0	0	0
"4971"	609	335	130	45	33	8	1	1	0	1	0	0	0	0	0	0	0
"4972"	600	329	139	59	28	6	1	0	0	1	0	0	0	0	0	0	0
"4973"	622	300	132	70	26	7	3	3	0	0	0	0	0	0	0	0	0
"4974"	610	306	138	74	21	6	6	1	1	0	0	0	0	0	0	0	0
"4975"	578	333	164	52	28	3	4	0	0	0	1	0	0	0	0	0	0
"4976"	611	329	140	56	18	4	0	4	1	0	0	0	0	0	0	0	0
"4977"	606	323	140	57	24	7	5	0	1	0	0	0	0	0	0	0	0
"4978"	599	349	142	47	14	7	3	1	1	0	0	0	0	0	0	0	0
"4979"	590	329	158	58	13	6	6	2	0	1	0	0	0	0	0	0	0
"4980"	610	325	140	49	25	6	6	1	1	0	0	0	0	0	0	0	0
"4981"	576	352	150	47	23	10	4	0	0	1	0	0	0	0	0	0	0
"4982"	585	336	142	73	15	4	5	1	1	1	0	0	0	0	0	0	0
"4983"	573	344	152	59	24	6	3	2	0	0	0	0	0	0	0	0	0
"4984"	591	347	133	56	23	11	1	0	0	1	0	0	0	0	0	0	0
"4985"	585	344	130	71	15	12	2	3	0	1	0	0	0	0	0	0	0
"4986"	576	338	148	68	19	5	4	4	0	0	1	0	0	0	0	0	0
"4987"	589	333	142	65	23	5	4	0	1	1	0	0	0	0	0	0	0
