"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"
"2781"	584	346	139	55	17	13	5	3	1	0	0	0	0	0	0	0	0
"2782"	566	340	150	73	22	9	2	1	0	0	0	0	0	0	0	0	0
"2783"	593	321	155	64	16	9	2	3	0	0	0	0	0	0	0	0	0
"2784"	552	363	153	55	25	11	2	0	2	0	0	0	0	0	0	0	0
"2785"	587	334	150	61	16	7	5	3	0	0	0	0	0	0	0	0	0
"2786"	574	352	159	54	17	3	1	3	0	0	0	0	0	0	0	0	0
"2787"	587	324	153	64	20	12	2	1	0	0	0	0	0	0	0	0	0
"2788"	596	337	148	47	20	9	3	2	1	0	0	0	0	0	0	0	0
"2789"	597	333	136	58	22	11	5	0	0	0	1	0	0	0	0	0	0
"2790"	597	328	146	57	22	9	1	1	2	0	0	0	0	0	0	0	0
"2791"	604	328	135	66	20	7	1	2	0	0	0	0	0	0	0	0	0
"2792"	599	337	136	56	20	11	3	1	0	0	0	0	0	0	0	0	0
"2793"	636	305	132	50	24	13	3	0	0	0	0	0	0	0	0	0	0
"2794"	586	319	165	62	20	9	0	0	1	0	1	0	0	0	0	0	0
"2795"	594	338	148	54	18	7	4	0	0	0	0	0	0	0	0	0	0
"2796"	612	321	140	52	22	12	3	0	0	0	0	0	0	1	0	0	0
"2797"	597	338	143	60	19	4	1	0	0	0	1	0	0	0	0	0	0
"2798"	594	342	137	54	24	8	2	0	2	0	0	0	0	0	0	0	0
"2799"	594	319	158	60	19	4	3	4	1	1	0	0	0	0	0	0	0
"2800"	615	331	139	40	21	12	4	1	0	0	0	0	0	0	0	0	0
"2801"	615	316	133	60	21	13	1	4	0	0	0	0	0	0	0	0	0
"2802"	611	321	144	63	14	6	3	1	0	0	0	0	0	0	0	0	0
"2803"	612	325	142	53	18	7	3	3	0	0	0	0	0	0	0	0	0
"2804"	573	357	136	64	19	9	3	2	0	0	0	0	0	0	0	0	0
"2805"	596	357	127	50	21	8	3	1	0	0	0	0	0	0	0	0	0
"2806"	583	307	175	61	18	12	5	0	2	0	0	0	0	0	0	0	0
"2807"	605	316	147	66	16	11	1	1	0	0	0	0	0	0	0	0	0
"2808"	572	341	152	58	22	12	4	1	0	1	0	0	0	0	0	0	0
"2809"	583	328	149	69	20	10	1	2	1	0	0	0	0	0	0	0	0
"2810"	624	312	135	60	24	8	0	0	0	0	0	0	0	0	0	0	0
"2811"	582	334	146	61	21	9	9	1	0	0	0	0	0	0	0	0	0
"2812"	611	321	142	64	18	5	2	0	0	0	0	0	0	0	0	0	0
"2813"	590	339	140	55	29	3	3	2	1	1	0	0	0	0	0	0	0
"2814"	602	320	142	60	24	6	5	3	1	0	0	0	0	0	0	0	0
"2815"	588	352	142	47	25	8	0	1	0	0	0	0	0	0	0	0	0
"2816"	595	331	140	57	29	8	2	0	1	0	0	0	0	0	0	0	0
"2817"	605	343	134	58	10	6	5	2	0	0	0	0	0	0	0	0	0
"2818"	605	314	148	52	33	6	2	2	0	1	0	0	0	0	0	0	0
"2819"	615	336	132	40	27	7	1	3	2	0	0	0	0	0	0	0	0
"2820"	582	335	156	54	19	10	4	3	0	0	0	0	0	0	0	0	0
"2821"	629	315	131	54	20	9	3	2	0	0	0	0	0	0	0	0	0
"2822"	580	355	147	54	22	4	0	0	0	0	1	0	0	0	0	0	0
"2823"	586	317	164	64	25	4	2	1	0	0	0	0	0	0	0	0	0
"2824"	594	333	141	64	18	9	1	2	1	0	0	0	0	0	0	0	0
"2825"	603	317	142	60	29	7	4	1	0	0	0	0	0	0	0	0	0
"2826"	585	334	149	59	26	8	2	0	0	0	0	0	0	0	0	0	0
"2827"	604	329	138	55	23	10	3	1	0	0	0	0	0	0	0	0	0
"2828"	594	331	143	50	33	3	8	1	0	0	0	0	0	0	0	0	0
"2829"	571	333	156	66	23	9	1	4	0	0	0	0	0	0	0	0	0
"2830"	597	331	150	42	29	12	1	1	0	0	0	0	0	0	0	0	0
"2831"	584	336	147	64	20	10	2	0	0	0	0	0	0	0	0	0	0
"2832"	604	330	144	55	15	10	5	0	0	0	0	0	0	0	0	0	0
"2833"	578	343	157	53	18	7	3	4	0	0	0	0	0	0	0	0	0
"2834"	580	329	150	69	25	8	1	0	0	1	0	0	0	0	0	0	0
"2835"	585	360	131	62	18	5	2	0	0	0	0	0	0	0	0	0	0
"2836"	580	352	129	56	26	12	2	5	1	0	0	0	0	0	0	0	0
"2837"	607	326	145	54	21	6	4	0	0	0	0	0	0	0	0	0	0
"2838"	582	349	143	56	22	9	1	1	0	0	0	0	0	0	0	0	0
"2839"	598	330	144	60	17	8	3	2	0	1	0	0	0	0	0	0	0
"2840"	593	332	144	49	29	12	3	1	0	0	0	0	0	0	0	0	0
"2841"	608	324	142	52	22	8	6	1	0	0	0	0	0	0	0	0	0
"2842"	578	331	160	55	21	9	6	3	0	0	0	0	0	0	0	0	0
"2843"	586	323	162	53	25	9	3	1	1	0	0	0	0	0	0	0	0
"2844"	597	318	155	55	19	13	3	2	1	0	0	0	0	0	0	0	0
"2845"	618	331	122	60	23	4	4	0	1	0	0	0	0	0	0	0	0
"2846"	598	329	145	62	17	4	6	1	1	0	0	0	0	0	0	0	0
"2847"	602	330	148	44	30	6	2	1	0	0	0	0	0	0	0	0	0
"2848"	592	345	150	47	14	10	2	2	1	0	0	0	0	0	0	0	0
"2849"	614	338	135	43	23	5	4	0	1	0	0	0	0	0	0	0	0
"2850"	604	344	129	54	17	10	4	0	0	0	1	0	0	0	0	0	0
"2851"	607	327	133	57	18	11	8	2	0	0	0	0	0	0	0	0	0
"2852"	606	321	134	68	22	8	2	2	0	0	0	0	0	0	0	0	0
"2853"	616	338	122	53	18	11	1	1	2	1	0	0	0	0	0	0	0
"2854"	623	310	136	65	14	10	1	2	2	0	0	0	0	0	0	0	0
"2855"	602	328	143	59	24	4	1	2	0	0	0	0	0	0	0	0	0
"2856"	599	324	154	53	17	8	3	4	1	0	0	0	0	0	0	0	0
"2857"	598	319	146	68	16	9	4	1	1	1	0	0	0	0	0	0	0
"2858"	588	348	137	59	20	10	1	0	0	0	0	0	0	0	0	0	0
"2859"	590	322	156	62	19	10	3	0	0	1	0	0	0	0	0	0	0
"2860"	592	316	159	55	28	6	3	2	2	0	0	0	0	0	0	0	0
"2861"	570	354	141	62	24	8	4	0	0	0	0	0	0	0	0	0	0
"2862"	566	341	163	54	31	4	2	1	0	0	1	0	0	0	0	0	0
"2863"	606	316	152	63	16	5	4	0	0	0	1	0	0	0	0	0	0
"2864"	609	318	153	47	27	6	2	1	0	0	0	0	0	0	0	0	0
"2865"	602	323	145	55	18	11	8	0	0	0	1	0	0	0	0	0	0
"2866"	586	336	154	56	21	4	2	4	0	0	0	0	0	0	0	0	0
"2867"	600	319	147	51	32	11	1	1	0	0	0	1	0	0	0	0	0
"2868"	592	333	157	43	21	11	4	2	0	0	0	0	0	0	0	0	0
"2869"	565	366	136	65	25	4	1	0	1	0	0	0	0	0	0	0	0
"2870"	595	338	142	53	22	8	4	1	0	0	0	0	0	0	0	0	0
"2871"	584	330	163	49	20	8	5	2	1	1	0	0	0	0	0	0	0
"2872"	593	330	153	55	19	9	3	0	1	0	0	0	0	0	0	0	0
"2873"	584	341	142	58	23	5	7	2	1	0	0	0	0	0	0	0	0
"2874"	591	315	163	57	23	9	4	0	1	0	0	0	0	0	0	0	0
"2875"	597	329	148	54	21	10	4	0	0	0	0	0	0	0	0	0	0
"2876"	616	333	135	48	18	9	3	1	0	0	0	0	0	0	0	0	0
"2877"	582	371	132	43	27	4	2	1	0	1	0	0	0	0	0	0	0
"2878"	586	343	138	61	22	10	1	1	0	1	0	0	0	0	0	0	0
"2879"	586	352	141	52	16	9	6	1	0	0	0	0	0	0	0	0	0
"2880"	603	336	131	53	23	10	2	1	2	1	0	1	0	0	0	0	0
"2881"	590	345	141	49	20	13	4	1	0	0	0	0	0	0	0	0	0
"2882"	606	323	142	51	27	9	3	1	0	0	1	0	0	0	0	0	0
"2883"	584	312	171	65	21	6	2	2	0	0	0	0	0	0	0	0	0
"2884"	586	333	160	49	22	5	4	3	1	0	0	0	0	0	0	0	0
"2885"	593	331	151	50	27	6	3	2	0	0	0	0	0	0	0	0	0
"2886"	594	344	139	50	24	9	2	0	1	0	0	0	0	0	0	0	0
"2887"	602	326	149	59	18	6	3	0	0	0	0	0	0	0	0	0	0
"2888"	619	316	138	48	28	7	7	0	0	0	0	0	0	0	0	0	0
"2889"	605	320	140	57	23	10	3	4	1	0	0	0	0	0	0	0	0
"2890"	626	306	137	53	20	14	4	1	2	0	0	0	0	0	0	0	0
"2891"	606	331	135	57	22	7	4	0	0	0	1	0	0	0	0	0	0
"2892"	611	335	133	45	25	7	5	2	0	0	0	0	0	0	0	0	0
"2893"	593	332	162	43	23	7	2	0	1	0	0	0	0	0	0	0	0
"2894"	599	356	130	49	19	7	2	0	1	0	0	0	0	0	0	0	0
"2895"	575	326	170	59	19	12	1	0	0	0	1	0	0	0	0	0	0
"2896"	593	346	139	51	22	7	4	1	0	0	0	0	0	0	0	0	0
"2897"	601	308	158	58	28	7	2	0	0	1	0	0	0	0	0	0	0
"2898"	591	343	138	55	26	4	3	2	1	0	0	0	0	0	0	0	0
"2899"	582	349	152	55	16	4	4	0	0	1	0	0	0	0	0	0	0
"2900"	574	357	143	56	20	6	4	2	1	0	0	0	0	0	0	0	0
"2901"	579	348	155	57	15	5	3	0	1	0	0	0	0	0	0	0	0
"2902"	590	353	130	64	16	5	2	3	0	0	0	0	0	0	0	0	0
"2903"	601	313	156	56	19	9	5	2	1	1	0	0	0	0	0	0	0
"2904"	589	326	161	60	16	8	2	1	0	0	0	0	0	0	0	0	0
"2905"	576	355	152	57	14	4	2	1	2	0	0	0	0	0	0	0	0
"2906"	578	353	142	58	22	4	2	3	0	1	0	0	0	0	0	0	0
"2907"	594	342	144	58	16	6	3	0	0	0	0	0	0	0	0	0	0
"2908"	589	337	143	64	19	9	1	0	0	0	0	1	0	0	0	0	0
"2909"	600	335	145	50	19	11	1	1	1	0	0	0	0	0	0	0	0
"2910"	610	328	131	65	18	6	4	1	0	0	0	0	0	0	0	0	0
"2911"	634	311	127	64	14	7	3	2	1	0	0	0	0	0	0	0	0
"2912"	584	337	139	60	29	10	3	1	0	0	0	0	0	0	0	0	0
"2913"	596	347	140	49	21	8	2	0	0	0	0	0	0	0	0	0	0
"2914"	615	325	139	54	19	6	2	0	2	1	0	0	0	0	0	0	0
"2915"	621	308	130	58	31	10	2	2	1	0	0	0	0	0	0	0	0
"2916"	589	332	140	60	29	7	3	3	0	0	0	0	0	0	0	0	0
"2917"	583	334	140	64	26	12	4	0	0	0	0	0	0	0	0	0	0
"2918"	605	346	126	46	30	6	3	1	0	0	0	0	0	0	0	0	0
"2919"	600	318	151	59	15	11	5	3	1	0	0	0	0	0	0	0	0
"2920"	596	336	144	54	20	9	4	0	0	0	0	0	0	0	0	0	0
"2921"	589	365	111	59	28	5	4	1	1	0	0	0	0	0	0	0	0
"2922"	586	352	144	40	27	8	5	1	0	0	0	0	0	0	0	0	0
"2923"	613	321	132	54	27	12	3	0	0	1	0	0	0	0	0	0	0
"2924"	587	346	137	58	27	5	1	2	0	0	0	0	0	0	0	0	0
"2925"	588	338	149	60	19	6	2	0	1	0	0	0	0	0	0	0	0
"2926"	589	352	132	65	16	7	1	1	0	0	0	0	0	0	0	0	0
"2927"	599	312	162	48	26	9	6	1	0	0	0	0	0	0	0	0	0
"2928"	598	318	168	48	16	6	7	2	0	0	0	0	0	0	0	0	0
"2929"	582	363	130	63	15	7	3	0	0	0	0	0	0	0	0	0	0
"2930"	592	344	140	56	19	8	2	2	0	0	0	0	0	0	0	0	0
"2931"	600	315	155	59	25	6	2	1	0	0	0	0	0	0	0	0	0
"2932"	595	346	148	45	19	5	3	2	0	0	0	0	0	0	0	0	0
"2933"	615	332	129	50	28	8	0	1	0	0	0	0	0	0	0	0	0
"2934"	623	295	146	70	19	8	2	0	0	0	0	0	0	0	0	0	0
"2935"	593	308	167	66	17	5	5	1	0	0	0	1	0	0	0	0	0
"2936"	590	338	143	59	19	10	3	1	0	0	0	0	0	0	0	0	0
"2937"	597	339	136	60	17	11	2	1	0	0	0	0	0	0	0	0	0
"2938"	579	355	132	60	24	9	3	1	0	0	0	0	0	0	0	0	0
"2939"	583	339	144	65	21	9	1	0	1	0	0	0	0	0	0	0	0
"2940"	581	333	161	59	15	10	2	0	2	0	0	0	0	0	0	0	0
"2941"	590	343	128	56	29	10	1	6	0	0	0	0	0	0	0	0	0
"2942"	575	335	155	66	22	4	4	1	1	0	0	0	0	0	0	0	0
"2943"	551	348	170	53	30	10	0	0	1	0	0	0	0	0	0	0	0
"2944"	594	335	132	69	24	5	2	2	0	0	0	0	0	0	0	0	0
"2945"	610	331	138	50	18	10	4	1	1	0	0	0	0	0	0	0	0
"2946"	593	311	168	56	26	8	1	0	0	0	0	0	0	0	0	0	0
"2947"	615	321	131	61	18	10	6	0	1	0	0	0	0	0	0	0	0
"2948"	595	315	168	49	26	7	2	1	0	0	0	0	0	0	0	0	0
"2949"	573	339	170	51	21	6	3	0	0	0	0	0	0	0	0	0	0
"2950"	603	344	137	45	22	8	2	1	1	0	0	0	0	0	0	0	0
"2951"	579	349	135	63	24	9	2	1	0	1	0	0	0	0	0	0	0
"2952"	604	328	148	49	18	10	6	0	0	0	0	0	0	0	0	0	0
"2953"	591	335	136	65	25	8	3	0	0	0	0	0	0	0	0	0	0
"2954"	614	318	149	53	20	3	6	0	0	0	0	0	0	0	0	0	0
"2955"	589	358	139	49	15	5	7	0	0	1	0	0	0	0	0	0	0
"2956"	574	353	140	59	27	7	1	1	1	0	0	0	0	0	0	0	0
"2957"	589	349	127	61	25	10	2	0	0	0	0	0	0	0	0	0	0
"2958"	599	343	141	45	25	2	6	0	1	0	1	0	0	0	0	0	0
"2959"	606	315	145	59	23	9	4	0	0	0	2	0	0	0	0	0	0
"2960"	594	352	118	61	23	10	3	1	1	0	0	0	0	0	0	0	0
"2961"	584	331	159	57	21	8	2	1	0	0	0	0	0	0	0	0	0
"2962"	577	356	150	56	11	10	3	0	0	0	0	0	0	0	0	0	0
"2963"	604	320	152	55	15	8	4	2	2	1	0	0	0	0	0	0	0
"2964"	574	349	156	55	16	11	1	1	0	0	0	0	0	0	0	0	0
"2965"	599	322	142	63	27	6	1	2	0	1	0	0	0	0	0	0	0
"2966"	586	326	159	56	24	8	3	0	0	1	0	0	0	0	0	0	0
"2967"	605	322	151	45	22	12	3	2	1	0	0	0	0	0	0	0	0
"2968"	615	299	149	57	23	11	5	2	2	0	0	0	0	0	0	0	0
"2969"	601	325	136	60	21	14	3	3	0	0	0	0	0	0	0	0	0
"2970"	610	311	150	58	22	4	5	2	0	0	0	0	0	0	1	0	0
"2971"	614	329	134	51	25	8	2	0	0	0	0	0	0	0	0	0	0
"2972"	575	346	147	61	17	12	4	1	0	0	0	0	0	0	0	0	0
"2973"	605	316	147	57	28	8	1	0	0	0	1	0	0	0	0	0	0
"2974"	610	320	162	46	15	6	3	1	0	0	0	0	0	0	0	0	0
"2975"	608	325	137	60	19	12	2	0	0	0	0	0	0	0	0	0	0
"2976"	588	327	154	55	21	9	6	2	1	0	0	0	0	0	0	0	0
"2977"	552	362	163	49	25	8	2	2	0	0	0	0	0	0	0	0	0
"2978"	572	356	142	55	21	11	4	0	1	1	0	0	0	0	0	0	0
"2979"	608	311	158	44	24	10	5	1	2	0	0	0	0	0	0	0	0
"2980"	572	333	156	62	30	5	3	2	0	0	0	0	0	0	0	0	0
"2981"	593	323	152	54	26	10	3	1	1	0	0	0	0	0	0	0	0
"2982"	594	316	151	57	27	11	3	2	2	0	0	0	0	0	0	0	0
"2983"	594	328	143	60	29	5	2	1	1	0	0	0	0	0	0	0	0
"2984"	591	360	126	55	19	10	2	0	0	0	0	0	0	0	0	0	0
"2985"	600	320	155	56	22	8	2	0	0	0	0	0	0	0	0	0	0
"2986"	609	327	128	59	27	5	6	1	0	0	0	1	0	0	0	0	0
"2987"	599	334	131	58	24	12	3	1	1	0	0	0	0	0	0	0	0
"2988"	627	324	126	57	22	2	1	3	0	1	0	0	0	0	0	0	0
"2989"	579	321	170	59	20	11	1	1	1	0	0	0	0	0	0	0	0
"2990"	592	327	151	62	19	8	3	1	0	0	0	0	0	0	0	0	0
"2991"	583	340	136	64	27	5	2	3	2	1	0	0	0	0	0	0	0
"2992"	577	355	148	54	17	6	2	3	1	0	0	0	0	0	0	0	0
"2993"	587	335	153	55	18	12	2	1	0	0	0	0	0	0	0	0	0
"2994"	570	347	164	54	18	6	4	0	0	0	0	0	0	0	0	0	0
"2995"	608	332	133	58	17	11	2	2	0	0	0	0	0	0	0	0	0
"2996"	586	324	153	67	24	7	2	0	0	0	0	0	0	0	0	0	0
"2997"	587	358	125	50	19	16	4	2	1	0	1	0	0	0	0	0	0
"2998"	606	333	134	52	21	14	1	1	1	0	0	0	0	0	0	0	0
"2999"	622	305	139	61	23	8	3	2	0	0	0	0	0	0	0	0	0
"3000"	593	363	131	50	18	6	1	0	1	0	0	0	0	0	0	0	0
"3001"	565	354	138	68	25	9	2	2	0	0	0	0	0	0	0	0	0
"3002"	595	322	152	64	17	4	6	1	1	1	0	0	0	0	0	0	0
"3003"	581	330	148	64	22	10	4	3	0	1	0	0	0	0	0	0	0
"3004"	580	359	142	52	23	4	3	0	0	0	0	0	0	0	0	0	0
"3005"	586	345	145	54	21	6	4	1	0	1	0	0	0	0	0	0	0
"3006"	609	325	142	51	21	11	1	1	1	1	0	0	0	0	0	0	0
"3007"	590	340	146	53	22	7	4	1	0	0	0	0	0	0	0	0	0
"3008"	586	360	132	50	24	7	3	1	0	0	0	0	0	0	0	0	0
"3009"	573	331	161	58	21	12	4	3	0	0	0	0	0	0	0	0	0
"3010"	604	326	151	50	15	9	6	1	0	1	0	0	0	0	0	0	0
"3011"	632	302	142	53	20	9	3	1	1	0	0	0	0	0	0	0	0
"3012"	611	330	135	65	11	8	2	1	0	0	0	0	0	0	0	0	0
"3013"	610	331	143	45	23	7	4	0	0	0	0	0	0	0	0	0	0
"3014"	617	327	140	47	18	9	3	1	1	0	0	0	0	0	0	0	0
"3015"	585	343	149	48	24	9	2	2	0	1	0	0	0	0	0	0	0
"3016"	586	348	154	42	20	6	5	2	0	0	0	0	0	0	0	0	0
"3017"	585	337	152	50	23	12	1	2	1	0	0	0	0	0	0	0	0
"3018"	614	327	141	51	21	7	2	0	0	0	0	0	0	0	0	0	0
"3019"	607	324	137	62	20	7	3	2	0	0	0	1	0	0	0	0	0
"3020"	603	328	154	51	16	6	2	2	1	0	0	0	0	0	0	0	0
"3021"	602	338	128	59	23	8	5	0	0	0	0	0	0	0	0	0	0
"3022"	599	328	142	51	27	9	4	2	1	0	0	0	0	0	0	0	0
"3023"	612	325	149	56	11	3	5	0	1	1	0	0	0	0	0	0	0
"3024"	610	294	160	53	26	11	6	2	1	0	0	0	0	0	0	0	0
"3025"	602	323	163	53	13	7	2	0	0	0	0	0	0	0	0	0	0
"3026"	582	355	136	54	22	8	2	2	1	0	0	1	0	0	0	0	0
"3027"	604	342	124	65	19	5	3	1	0	0	0	0	0	0	0	0	0
"3028"	603	324	143	48	27	12	4	0	2	0	0	0	0	0	0	0	0
"3029"	587	317	157	68	22	8	1	1	1	1	0	0	0	0	0	0	0
"3030"	602	314	151	54	27	11	3	1	0	0	0	0	0	0	0	0	0
"3031"	587	340	145	50	27	9	4	1	0	0	0	0	0	0	0	0	0
"3032"	598	301	164	64	21	6	4	3	1	0	1	0	0	0	0	0	0
"3033"	590	333	150	55	26	4	3	1	0	1	0	0	0	0	0	0	0
"3034"	608	321	139	54	26	7	6	1	1	0	0	0	0	0	0	0	0
"3035"	583	338	146	58	25	8	2	3	0	0	0	0	0	0	0	0	0
"3036"	616	322	140	61	20	2	2	0	0	0	0	0	0	0	0	0	0
"3037"	579	357	131	63	18	10	4	1	0	0	0	0	0	0	0	0	0
"3038"	597	317	148	55	28	11	5	1	0	0	1	0	0	0	0	0	0
"3039"	577	354	136	62	17	10	6	1	0	0	0	0	0	0	0	0	0
"3040"	598	346	131	56	21	8	1	1	0	0	1	0	0	0	0	0	0
"3041"	571	337	147	66	35	6	0	1	0	0	0	0	0	0	0	0	0
"3042"	593	346	140	53	22	6	1	2	0	0	0	0	0	0	0	0	0
"3043"	595	343	142	39	23	12	5	2	1	1	0	0	0	0	0	0	0
"3044"	605	311	146	65	24	6	4	0	1	1	0	0	0	0	0	0	0
"3045"	602	320	148	48	23	11	9	1	1	0	0	0	0	0	0	0	0
"3046"	585	356	142	50	22	5	1	0	1	0	0	1	0	0	0	0	0
"3047"	600	330	151	48	22	7	2	3	0	0	0	0	0	0	0	0	0
"3048"	587	353	141	45	26	8	2	1	0	0	0	0	0	0	0	0	0
"3049"	581	330	159	54	24	9	6	0	0	0	0	0	0	0	0	0	0
"3050"	586	347	137	60	22	4	3	2	2	0	0	0	0	0	0	0	0
"3051"	599	334	149	46	24	7	2	2	0	0	0	0	0	0	0	0	0
"3052"	622	321	116	66	24	7	2	3	0	0	1	1	0	0	0	0	0
"3053"	580	351	150	50	15	12	3	0	1	0	1	0	0	0	0	0	0
"3054"	572	339	149	64	25	7	5	2	0	0	0	0	0	0	0	0	0
"3055"	611	330	139	50	17	9	4	2	1	0	0	0	0	0	0	0	0
"3056"	579	361	146	51	17	5	3	1	0	0	0	0	0	0	0	0	0
"3057"	570	347	147	59	28	4	4	1	3	0	0	0	0	0	0	0	0
"3058"	595	333	131	64	26	10	3	1	0	0	0	0	0	0	0	0	0
"3059"	589	341	135	64	22	8	1	3	0	0	0	0	0	0	0	0	0
"3060"	583	352	142	53	22	5	2	2	1	1	0	0	0	0	0	0	0
"3061"	597	330	143	56	23	9	3	0	1	1	0	0	0	0	0	0	0
"3062"	595	326	138	63	30	3	7	1	0	0	0	0	0	0	0	0	0
"3063"	575	337	146	65	29	5	3	3	0	0	0	0	0	0	0	0	0
"3064"	608	346	128	55	15	7	3	0	0	1	0	0	0	0	0	0	0
"3065"	593	319	155	55	26	9	4	1	0	1	0	0	0	0	0	0	0
"3066"	609	330	137	55	24	4	3	0	0	1	0	0	0	0	0	0	0
"3067"	607	317	143	61	24	9	1	1	0	0	0	0	0	0	0	0	0
"3068"	604	343	123	51	26	9	6	0	1	0	0	0	0	0	0	0	0
"3069"	587	340	141	55	29	9	1	0	1	0	0	0	0	0	0	0	0
"3070"	592	336	156	49	20	7	1	1	0	0	1	0	0	0	0	0	0
"3071"	599	329	140	55	28	6	5	0	1	0	0	0	0	0	0	0	0
"3072"	593	350	141	51	18	6	1	0	3	0	0	0	0	0	0	0	0
"3073"	574	340	155	50	26	11	3	2	2	0	0	0	0	0	0	0	0
"3074"	612	324	135	44	31	11	3	2	1	0	0	0	0	0	0	0	0
"3075"	567	353	144	61	22	13	2	1	0	0	0	0	0	0	0	0	0
"3076"	581	337	146	53	34	6	5	1	0	0	0	0	0	0	0	0	0
"3077"	604	349	140	46	17	4	1	1	0	1	0	0	0	0	0	0	0
"3078"	585	340	140	59	31	5	2	1	0	0	0	0	0	0	0	0	0
"3079"	593	332	148	58	22	7	2	1	0	0	0	0	0	0	0	0	0
"3080"	591	341	149	55	18	7	0	2	0	0	0	0	0	0	0	0	0
"3081"	597	329	145	57	23	7	5	0	0	0	0	0	0	0	0	0	0
"3082"	592	338	148	53	20	6	3	2	1	0	0	0	0	0	0	0	0
"3083"	603	321	151	52	24	7	4	1	0	0	0	0	0	0	0	0	0
"3084"	585	347	148	52	21	5	3	0	2	0	0	0	0	0	0	0	0
"3085"	603	329	124	71	24	8	3	0	0	0	1	0	0	0	0	0	0
"3086"	570	346	146	62	27	7	2	2	0	1	0	0	0	0	0	0	0
"3087"	567	368	134	60	26	5	2	1	0	0	0	0	0	0	0	0	0
"3088"	594	329	156	56	16	8	1	1	2	0	0	0	0	0	0	0	0
"3089"	608	327	143	54	18	7	4	2	0	0	0	0	0	0	0	0	0
"3090"	584	333	149	67	20	7	3	0	0	0	0	0	0	0	0	0	0
"3091"	587	352	132	60	18	10	2	1	1	0	0	0	0	0	0	0	0
"3092"	588	316	152	64	29	5	5	4	0	0	0	0	0	0	0	0	0
"3093"	594	347	141	46	25	7	3	0	0	0	0	0	0	0	0	0	0
"3094"	609	329	151	48	20	4	0	1	0	1	0	0	0	0	0	0	0
"3095"	583	339	158	41	27	9	4	1	1	0	0	0	0	0	0	0	0
"3096"	577	333	151	65	22	9	4	2	0	0	0	0	0	0	0	0	0
"3097"	609	313	143	54	19	20	4	0	1	0	0	0	0	0	0	0	0
"3098"	587	335	140	58	21	18	3	0	1	0	0	0	0	0	0	0	0
"3099"	591	321	167	50	19	9	4	0	1	1	0	0	0	0	0	0	0
"3100"	584	313	160	73	19	8	2	1	1	2	0	0	0	0	0	0	0
"3101"	608	321	140	60	20	8	3	3	0	0	0	0	0	0	0	0	0
"3102"	607	306	159	61	20	5	3	1	0	0	1	0	0	0	0	0	0
"3103"	613	333	131	53	19	8	4	1	1	0	0	0	0	0	0	0	0
"3104"	608	313	155	50	22	11	2	0	1	1	0	0	0	0	0	0	0
"3105"	595	349	142	45	23	4	4	0	0	1	0	0	0	0	0	0	0
"3106"	602	322	141	67	16	9	5	1	0	0	0	0	0	0	0	0	0
"3107"	583	340	127	69	26	12	4	2	0	0	0	0	0	0	0	0	0
"3108"	568	342	154	70	14	10	2	2	1	0	0	0	0	0	0	0	0
"3109"	603	332	134	56	25	8	1	2	0	1	1	0	0	0	0	0	0
"3110"	587	337	135	67	26	9	2	0	0	0	0	0	0	0	0	0	0
"3111"	583	340	147	54	23	10	2	1	2	0	0	0	1	0	0	0	0
"3112"	595	308	167	62	18	8	4	0	1	0	0	0	0	0	0	0	0
"3113"	555	364	150	60	23	4	5	2	0	0	0	0	0	0	0	0	0
"3114"	594	311	159	63	19	12	4	0	0	0	1	0	0	0	0	0	0
"3115"	597	316	158	58	18	10	3	2	1	0	0	0	0	0	0	0	0
"3116"	589	344	149	48	21	9	2	0	1	0	0	0	0	0	0	0	0
"3117"	584	359	121	59	25	12	2	1	0	0	0	0	0	0	0	0	0
"3118"	608	334	130	59	16	10	3	2	0	0	1	0	0	0	0	0	0
"3119"	605	339	118	56	30	7	4	2	1	0	0	1	0	0	0	0	0
"3120"	593	332	137	68	23	6	4	0	0	0	0	0	0	0	0	0	0
"3121"	591	337	150	44	27	8	4	1	0	1	0	0	0	0	0	0	0
"3122"	607	316	144	60	27	4	3	2	0	0	0	0	0	0	0	0	0
"3123"	583	333	151	58	20	11	5	2	0	0	0	0	0	0	0	0	0
"3124"	604	323	161	45	15	8	6	0	0	0	0	0	1	0	0	0	0
"3125"	604	336	126	55	27	7	5	2	0	1	0	0	0	0	0	0	0
"3126"	600	348	118	59	26	7	4	0	1	0	0	0	0	0	0	0	0
"3127"	608	347	122	51	26	7	2	0	0	0	0	0	0	0	0	0	0
"3128"	617	320	126	59	25	11	4	1	0	0	0	0	0	0	0	0	0
"3129"	594	326	150	67	14	8	2	0	0	1	1	0	0	0	0	0	0
"3130"	602	336	120	66	18	15	6	0	0	0	0	0	0	0	0	0	0
"3131"	591	322	146	63	26	10	4	1	0	0	0	0	0	0	0	0	0
"3132"	584	345	141	62	23	5	2	1	0	0	0	0	0	0	0	0	0
"3133"	625	320	138	43	21	12	2	2	0	0	0	0	0	0	0	0	0
"3134"	581	351	151	48	23	7	1	1	0	0	0	0	0	0	0	0	0
"3135"	584	354	138	50	29	5	2	1	0	0	0	0	0	0	0	0	0
"3136"	593	337	145	51	26	8	2	1	0	0	0	0	0	0	0	0	0
